flight_id,tow
248772965,104111.52832966241
248769528,117534.79371821124
248773899,101610.88142918992
248769480,119858.5981545892
248782299,122144.43522871038
248782300,117655.2025005698
248767745,107355.1827343494
248774540,134510.16262230757
248780316,129237.36187145395
248769305,125929.98945997003
248769402,118260.35375625573
248785564,116630.5820372989
248785580,125723.07019226864
248787720,111610.7266969393
248770857,125408.33656566925
248771036,125945.7388372914
248770073,106439.39865728357
248770409,119122.29095983165
248770473,138784.66170004522
248768115,113281.38585617297
248776473,103830.37083929719
248776321,125680.17995934976
248776342,122431.92008378543
248769332,122872.29641519464
248769683,125290.1813217827
248770300,124391.59713905472
248788297,124146.05983953775
248776168,122436.34781078328
248775710,112266.07790258787
248773765,125655.22598826943
248786122,126268.17893066554
248771049,113646.28451875871
248770621,122901.41784544926
248776667,116705.99940016324
248787127,117289.3389426383
248770544,112710.0345035695
248770548,128111.92888853751
248796224,125581.0940945335
248793143,132565.9651545426
248796864,119980.23527411491
248806097,118540.13214455603
248806101,123628.75532228859
248798423,133785.56430561098
248796870,123377.17790486703
248802947,125212.72942629782
248804444,114732.4805402792
248807639,109682.5134823364
248797696,118590.38605248209
248792564,120784.52315477913
248806760,117175.00201816279
248805502,107742.04228804488
248789507,116919.1428776444
248789198,115973.56130878231
248791041,121754.54768106801
248790379,127967.40724452832
248805782,124450.00187345422
248807643,106924.83306214178
248807657,112793.47890699125
248795996,118592.08414133074
248794644,119558.49348407084
248790385,119298.43197040178
248790663,127313.60494982953
248788681,108849.14860738743
248790975,113045.25311227937
248790978,111475.12081288491
248788924,111227.0379670939
248790098,116244.97621275336
248799675,123892.11779371947
248789640,115608.862608061
248789389,112079.35795719063
248790011,124641.844651378
248790750,117811.65202849146
248790856,118260.11253241928
248789903,120659.17245777135
248790939,114862.70332398351
248805295,129574.97050054329
248805060,100589.92058543768
248807380,146541.53156061168
248805331,110207.1277166293
248802312,123131.26924760184
248800324,118115.92098418628
248798060,118938.35461054705
248798064,122563.45690259879
248797199,141541.94537050885
248797346,121627.29893334719
248799494,117334.66363190654
248799393,118310.7409720914
248798050,97290.65615145626
248804636,122579.33641383192
248802580,120579.11471005336
248788722,119883.43786174699
248788613,120275.00762824877
248789289,120965.41881412544
248789304,105284.55858430619
248788748,117722.50395093701
248791184,120786.42120549218
248791192,127491.69479507828
248806606,119389.24639682638
248805072,113061.6817251402
248805080,135416.04700008576
248799177,123450.8146549387
248797009,105202.63135185577
248796946,121347.31740918462
248806918,120048.54922979561
248790372,133958.48370836547
248803799,107855.33496722841
248802641,129291.01513107512
248803930,119629.05463022787
248804196,130681.38806235284
248801448,112633.62050538092
248805689,126026.39012260694
248791760,140128.8243966551
248794800,108636.36379166308
248800248,123531.87538597663
248800927,124754.27082914906
248801502,118234.09844605776
248800259,121844.73682991657
248805394,113562.9670752509
248800768,121446.24457410848
248804024,99834.84236740755
248803413,109263.58702838344
248788473,113426.71686963338
248790626,130403.00940710347
248790634,116015.75961017035
248806636,135963.99964055436
248806642,116941.32912260132
248806556,134091.1949063826
248805281,107974.35353852958
248807558,131549.9970094051
248807737,131812.06448971404
248799991,128915.16300191623
248800182,118856.6114699718
248796780,135642.6831424184
248808591,108647.41882616738
248807949,121449.19004411134
248803747,129208.88476276243
248805745,117908.93188853224
248792715,126104.14672188522
248808307,107417.61527201792
248807023,123184.10678977611
248801035,109546.48228257039
248796956,107847.6507184386
248802469,133463.37813206465
248800231,125020.62003255484
248801618,109792.47346377964
248801986,127161.56727891648
248807833,118999.39693715816
248808096,120857.20453149857
248808100,119123.76052083523
248809265,123301.08765445891
248790225,119671.77664126083
248804361,127038.0448046691
248789735,115205.18086577157
248792683,117174.30373863626
248808018,111885.77900244405
248791268,135985.05594227745
248792805,118936.97709548104
248793437,112967.10293726798
248802162,126739.60965701875
248802171,121099.27899936348
248798460,117324.76710661674
248802341,129095.76665346054
248801564,119547.90820124804
248808806,113435.3691877668
248808881,148691.97223453643
248809459,125825.46336284245
248800614,122728.4413107335
248799766,123201.07498227106
248789765,123569.03020478436
248790738,118932.37479860157
248802215,116136.66988418889
248790410,121561.74952979201
248808966,123975.01626951137
248793031,115595.43977116216
248808886,113316.1823945797
248796694,112999.98238097454
248809689,125921.85132948798
248789068,119311.17239776332
248802051,126196.24344344035
248793440,132391.16991905996
248792823,113429.17989196337
248809733,115071.28259255935
248797331,120262.98135040302
248806286,118905.6751287049
248792108,105825.14278877089
248808850,116210.96365181508
248808306,112573.1018884147
248808310,112897.1226327171
248793401,124257.7179098296
248793694,123604.09653300812
248797246,123164.78666487584
248791645,119132.45410094068
248793524,115605.92666005167
248793999,104713.05805380386
248809078,120516.7456523418
248791572,118877.45511383907
248793507,117110.47464191465
248800548,110372.61044242613
248789691,133979.40035418325
248791556,110960.09205209272
248809027,127011.84662643241
248793416,128552.39091788861
248808288,126442.10449073784
248796171,121838.17617636491
248797353,113511.94505984565
248791476,122540.20419436495
248792973,112614.51938633216
248803095,134938.48093589253
248803645,123324.97833626019
248803062,122819.05260129583
248792911,128127.53226195788
248808349,115539.27270524541
248809025,111780.45623185663
248793953,121903.9382377759
248795549,130684.08596052357
248794861,123948.36103558456
248794037,126045.07544793765
248797222,119619.56120266474
248797223,124104.25193988498
248793094,151234.16676683817
248797148,124519.88695806966
248792284,125284.16342186305
248797532,119329.51175732858
248798945,118535.89485742906
248805661,125346.44678163272
248794505,126054.01342587738
248807091,118455.64666984018
248794956,119609.70911334481
248794683,113215.86819259629
248799167,117630.26757347657
248796259,98483.63339557528
248795462,117900.36844233857
248793294,117306.82449678247
248807475,122654.59507680387
248806954,122377.84785644832
248803077,108093.27688989532
248803637,128255.24123936665
248802596,120341.20135336707
248801275,123638.96924736319
248799684,120408.05844403559
248799692,106107.23819550016
248795623,119576.50592185775
248795131,104185.52215449196
248799125,117322.1549063879
248798409,116388.85988319511
248796904,116056.28204069471
248807461,117846.06451315856
248807488,116300.76239892835
248824216,123549.96399971191
248827511,120759.25813190971
248825519,117049.8481090216
248821912,131451.9490418851
248821920,123053.9982699943
248823506,111423.56239184334
248824522,130520.21562563349
248824525,125961.64691450515
248824271,123565.35154127862
248826374,121703.76054150349
248822467,119057.8556295211
248822079,132172.72269117495
248822081,129478.27783010436
248821815,120662.394065587
248816964,119227.76608231576
248821769,123821.9851372719
248827099,114415.08392948538
248816359,117886.03784205523
248821270,114709.30718199155
248821775,147418.6468218963
248821777,115951.86385949395
248817513,116882.83234226421
248829165,119549.63168207946
248817811,121969.59238326005
248827210,113586.78158110383
248816399,119412.9085507826
248827170,127135.26753274864
248828473,124729.42159999773
248828475,116267.09897775334
248817198,134285.42453068797
248818291,120887.57016890959
248829059,119313.26723634294
248828375,110930.85635791556
248828847,117889.77363752222
248829329,118760.32189725955
248829331,129479.38555535328
248814950,128509.4340310149
248814951,120490.06185243436
248813779,123623.57218380296
248817791,111807.52091150582
248815662,119400.52361118002
248817264,130575.98911581708
248828266,129432.89600887484
248817593,115797.1568563908
248818183,122908.25146281582
248816181,119777.21367577076
248812601,124407.4131703309
248812169,112931.84299517548
248812321,125260.81549369378
248812066,147946.52075197903
248814161,125095.39942185175
248814282,105432.00189333438
248821886,119594.59136159519
248817539,125467.00791588798
248825980,156048.62001046768
248826711,121504.07481489753
248816259,119757.5761510857
248812753,126338.36554507652
248810833,127750.08678587934
248811376,117678.16637499948
248810729,127002.79438457015
248810275,112467.14431825769
248810712,125118.51247418029
248812659,113462.6401772761
248810903,118980.4005600384
248810212,123715.7482553043
248810162,118704.85945886504
248814283,102987.96959247519
248813191,120240.5380116204
248825357,129326.84639278025
248815219,112621.8354513716
248814332,124630.92927277903
248827556,136733.08471108734
248812149,122911.31754473691
248811182,123773.01035047855
248819925,128412.50648473523
248819928,114164.08735366998
248819509,115687.42857679047
248829025,123896.54552071732
248815578,104477.16653374671
248822225,126451.75344419549
248826682,115955.12355528376
248822253,117949.2226172137
248822266,115849.68652077382
248818768,113382.56655956886
248818780,125294.46621887738
248819268,125415.54471478186
248818734,119752.98972419547
248819874,121208.28995545016
248818673,123047.76136422314
248819862,115257.7041821589
248813000,112309.10144341638
248815010,110181.2215461946
248813997,115918.15282835123
248821640,115929.39830272639
248815014,107543.11514692454
248821454,127631.02060461044
248822672,121698.42505112116
248826601,120354.62419026591
248824618,123881.22145910758
248822231,115508.02787043052
248827011,123589.55962286468
248815326,114555.54603024709
248822259,127745.55114295466
248813332,117826.93482812916
248825886,119912.16571626849
248819245,121783.68180731405
248820714,127381.76020561784
248814006,111968.2839025028
248822587,114385.37530962889
248813602,116331.87392583361
248813351,121215.86946231099
248822158,123802.07147477407
248827580,132173.47492866492
248827597,119206.86530648725
248819342,122341.99120276042
248810371,119633.57757716115
248816726,111733.18270790976
248818952,128369.727341741
248812526,107477.93075312188
248820357,124216.73842361514
248814678,125164.31643712356
248815653,124893.07610303415
248815376,121313.72381596226
248812897,125302.75987525399
248811859,128293.57361137593
248816486,124711.41233620865
248811869,120571.963692902
248818125,113140.75235952748
248818136,110672.91507480892
248816948,110667.93824618339
248815768,125645.66273275367
248812536,146188.0307242978
248812540,136043.62889856292
248810395,113933.23296819747
248818628,123028.84116305172
248810389,127054.01001384413
248811479,117930.98799957742
248820503,128670.06688810012
248819185,120368.33586096892
248814843,128825.93874841345
248822296,118840.5891288355
248822718,104194.45537143493
248816956,118456.59252119887
248815178,121498.3901847519
248819129,118487.09146651949
248819136,128548.25202469493
248819139,118802.70429052279
248813725,115653.37792787803
248817869,117249.36878773948
248815934,131505.71656542883
248814513,126949.69657457236
248823903,131521.07236701704
248823914,160591.68374210893
248821017,117268.61908468709
248812427,137631.18644614244
248812789,108535.80836584324
248812436,124042.43515779896
248811007,134258.4518969764
248825763,128639.56476878164
248826920,138989.2702973133
248824371,116758.58937050537
248826500,131042.604887435
248823831,125408.83805732921
248820447,125202.00766156756
248824762,104326.39528797497
248824241,120612.47977543066
248824915,117909.61429806954
248824812,110675.24161523144
248826395,129029.06826268442
248822943,112291.71745720334
248823802,124337.98514140556
248824987,124211.78063897669
248838378,112052.95029509597
248839119,111836.59155779489
248833585,133721.19562925523
248831000,112988.59090269837
248831626,122928.41587114363
248844125,109535.2145902103
248836348,124849.24636675228
248836353,115351.27681271333
248846469,114058.49161926765
248847952,128039.32686176428
248831223,121031.20626751921
248833242,113507.5903347983
248833245,113118.32806473196
248834601,123039.20426602516
248832961,118161.72812112741
248832394,112109.77120456938
248841768,112857.12073783981
248846312,115171.36191870202
248847804,122487.77609791307
248845453,132645.33731872542
248845950,109645.25392159971
248832863,122949.1992090518
248832724,113825.00598957921
248834942,120856.18885218725
248832695,129816.4895187848
248834878,102788.51715471102
248833910,141827.62422080844
248834803,120276.66445512538
248844091,120993.82926886214
248846416,126350.16646907508
248846447,112232.0589936539
248845971,125680.18630734546
248847205,127428.36401601881
248837157,120408.89003147173
248837271,126112.770474038
248836222,122363.79021997991
248836551,114382.63932348398
248842784,144035.14607203013
248840696,114608.52322832667
248835829,131276.75388267366
248836189,115225.57697594227
248836225,123528.58712420618
248835626,115553.49221560408
248840170,122199.0438616838
248838596,126768.91200515072
248846667,133318.20581849664
248839276,115224.32959478805
248839188,116267.06723777486
248839986,128933.23257166443
248832014,112457.81276458481
248832026,119580.93682285346
248831832,126107.27628376326
248842856,113374.28559918365
248840771,108243.41968409317
248842886,109681.06613931776
248842872,119040.98583095943
248842780,141630.83000624191
248843009,120503.98300699532
248837214,122885.49707224412
248836904,126403.5245468964
248845542,90583.73446348762
248829468,124903.13767621205
248831532,128765.75022722341
248830157,117181.28653390167
248830748,127438.74616297934
248844822,128217.08026324115
248839466,109707.94037909606
248839287,115383.98803453395
248829992,118039.13245425164
248830926,128199.90893488392
248833165,118022.50070552854
248831972,112826.33930671072
248833188,124613.68176847344
248840975,125688.93701941216
248831802,125200.7380624284
248846852,124891.65732599614
248839492,122828.15562712366
248839169,132003.80887370452
248837520,113120.18167947515
248835667,114009.47557050227
248829925,136128.26672517546
248831112,108982.64378287294
248830025,126316.40782796463
248830036,137777.1966951423
248831200,117627.79185515518
248841649,118536.11386328057
248841650,125100.17628861286
248834040,118367.5079236014
248841898,130368.00655883664
248841933,124298.6148721
248840992,115758.63087051279
248840996,117744.19822622753
248829613,121775.7499866921
248848049,130296.84870108421
248845115,119422.30041041458
248836988,112638.27993422166
248836364,123757.0102273272
248835615,104565.04342516305
248831434,132678.89599797144
248834144,114758.22483682365
248842909,112129.36429328457
248841848,126069.02643569802
248840460,115147.93464058655
248845857,116925.7416191702
248845135,116502.49218014837
248845223,103370.45061613945
248842550,114997.47127260605
248847550,108415.33610352772
248846386,111607.04803343356
248847567,126036.5342197289
248833342,107707.91863718192
248833348,114865.21395628122
248841055,125806.64155560429
248842432,119159.00776693635
248839290,129480.02035492286
248839292,120255.78272328395
248839300,110802.55066891137
248848461,126299.43646147184
248847476,120904.48122944328
248844060,138739.87659041112
248833355,111200.5953910229
248843956,120651.50725296864
248839619,116788.43129827149
248846365,118345.14393476497
248844628,118363.74038815591
248845053,134319.8560593422
248830346,122063.36180168105
248847253,114555.88882201466
248840532,133310.78501152823
248841195,128466.73741196473
248844801,118238.3738211589
248844901,121054.04318203498
248844910,115117.04211953277
248844940,115523.69472380786
248836069,121227.45138045805
248845619,125639.30204106643
248843618,115544.42092975473
248843049,126428.77369977659
248841549,117948.79095350638
248839224,130705.09465227893
248839928,132437.0119699774
248845167,126263.86546759022
248844754,127968.78158559647
248844240,137110.40322725198
248834663,120118.91358808608
248830560,128898.91530693276
248845503,129654.42836266803
248829498,113569.8419545895
248830226,123515.12619933317
248847276,118515.74949308834
248846758,128929.02702451593
248846778,125801.87103683889
248841216,147436.73860962945
248841092,121921.96337155421
248839208,120818.05009404667
248846970,111123.02288361982
248838915,115145.43353028237
248838207,114566.03609313445
248839744,117521.1994854286
248838123,117749.07666091977
248838146,120891.56305820227
248836777,115063.0714601268
248848053,123259.51463064691
248837546,117969.52350744898
248837563,121626.37847397129
248837455,115896.7219948821
248861095,119632.73011973576
248860392,136208.74026661154
248860393,122941.14995050948
248866105,134983.88180110912
248852083,122261.6477952361
248853214,121343.02933809208
248857996,143328.6141510839
248861380,106032.38104325597
248860594,124236.50925620983
248861737,117457.26247278016
248867079,123504.83292431239
248867433,134638.0493435958
248867440,119916.0411676408
248860844,123814.24693051868
248861318,131493.10944597688
248856028,124600.8746871571
248855203,141751.98150409688
248858214,130075.58296311024
248856834,111266.85259609815
248854586,143398.95629138942
248855342,113290.45396802448
248856351,124592.15571506887
248865801,121517.0374221084
248867467,118057.40833385993
248858423,118852.60905868557
248858450,105382.547832866
248858799,109491.3975499198
248860960,104183.43366390804
248849958,114538.86667155629
248862757,109861.81896876091
248862761,117410.92210420058
248849458,106343.94702000316
248859126,128638.55861146384
248859877,120556.40158145365
248862376,118284.07621617106
248852796,133313.83839745793
248866647,110430.94534887299
248853762,115472.99963018092
248866866,139191.54283216535
248866529,100987.02263018837
248858371,155333.86743509534
248863346,114116.35360003516
248851126,110875.36852753827
248867907,130282.74345464807
248865634,107843.48008526643
248854266,121335.69740306339
248862504,115321.86020065883
248864706,99403.83250364756
248850240,122994.11445259767
248849515,119627.54063325442
248849516,109204.81728423141
248865482,132379.3372550829
248860658,96332.67218600344
248863579,129048.77244132428
248854976,132903.0278560021
248854939,129750.94011522963
248854376,134155.23983495784
248849598,115873.23758480536
248864735,111342.31439493237
248866350,124751.8554167868
248857086,134306.68396827334
248857578,126581.46838824416
248851548,132749.48253611126
248849555,127878.1195110686
248849564,114261.23390580117
248864464,117559.0430617693
248864340,125550.74750110955
248866855,123756.16276990181
248851562,127020.71477641948
248851705,118903.5358541554
248849609,133278.816505204
248864176,118381.39416418603
248867898,119669.85319856499
248859057,106215.09540336914
248858474,123946.31380697264
248857582,106887.79885525229
248851552,131759.9379230577
248851667,123254.00139638508
248863307,116002.86048291643
248853736,120335.90712495675
248849182,117305.19940988433
248867603,130142.63049364963
248851594,121997.4029524035
248850529,118078.86455931186
248862023,108600.35796007633
248858598,127565.28076118439
248859699,111852.00131734653
248861916,112231.80507382608
248861334,121711.87645400062
248861721,115500.82606931361
248848649,124034.95087087357
248848745,112521.2768515539
248862634,118719.6407668428
248852580,110457.28000901715
248862825,132647.99395492414
248850941,137100.1702581903
248851008,126021.19746212776
248863150,115804.4760954281
248849259,135106.13785021516
248861357,118778.43907697545
248861360,122017.26583093576
248860440,133938.55100188055
248865652,113509.97718117994
248865658,118088.04058709019
248866281,131591.91599898253
248862525,111391.3399656913
248862551,119736.87851111944
248863219,119865.66982179435
248864907,120451.42795062953
248864908,123191.21971895329
248858408,114788.11437455748
248858411,127607.25053472738
248862252,125150.36036858628
248851155,106789.4271399518
248850696,124129.09164704278
248850681,127003.37522617631
248863838,130158.46556891288
248863858,112919.36918363316
248863159,137298.60860364206
248864533,129184.89886102572
248853697,121715.2599357065
248852411,125655.12442033831
248858873,143411.11270314694
248856159,129043.414732957
248855953,113668.61041962096
248855458,123153.52532051143
248850659,120297.39383507014
248849497,123960.05721765413
248865192,110379.33614386586
248867062,110468.65561730409
248861012,120830.9492213006
248862136,117322.58974409307
248860420,125395.85640613124
248867709,117097.5152087016
248867711,117998.63541571007
248860075,118300.04777334176
248855020,113809.72953793718
248855634,123419.7824779796
248854512,156661.38568699075
248855120,114630.50633742134
248856296,123874.68619753871
248857142,113602.98484011744
248858313,115220.96198307141
248857749,129736.08897929924
248864071,124780.36109145894
248864746,116529.15376207087
248863998,107011.21658757067
248863417,107560.36265123013
248861852,101203.22901559275
248858634,122967.67505052453
248857967,117938.87855822734
248857886,131852.46313432232
248851886,123633.96385275704
248854178,119654.15143121134
248853367,116074.26273850317
248853008,126928.9132366642
248867164,118427.59170286245
248867203,138907.0320130738
248865919,117455.56120993369
248857263,119920.38319669674
248857611,147343.7341246898
248859000,110749.65282077799
248860920,125715.70334326364
248861019,120669.01502509775
248861020,121434.92927178065
248863257,108735.49091845137
248867597,114828.09722544768
248851925,117906.55139014631
248853973,114221.36531883349
248859632,117009.44311641762
248860331,125233.49054622106
248866034,108601.9322630089
248867432,112315.62718299171
248859835,111709.25711213217
248861603,113608.77421219205
248865382,111265.53538699128
248859161,128875.44676684526
248856741,112790.88257675164
248857937,127025.90108890299
248859908,124748.8813808033
248852052,114304.63197837572
248852047,102563.63940718613
248853091,132503.25330506344
248866215,121521.62384899866
248859151,109908.21012130607
248875411,121600.88174925897
248873548,117259.82076265267
248873745,117274.65602859383
248874231,114494.75762346378
248882398,120543.50880219543
248887338,118852.47257677812
248887753,124106.88001010305
248880881,116197.62016486244
248880895,123520.22681387479
248879699,120565.96483696945
248879115,110792.35896182171
248877992,122956.71840995352
248877383,115167.6515152178
248869763,113019.4802497543
248870271,125962.78320573471
248870291,119682.14291823213
248869639,130302.35241335249
248881980,125779.9736256861
248883502,114612.46533365377
248873304,134621.71595067045
248882395,121124.45832429099
248879348,118973.32571883537
248880408,138371.47066020343
248868152,140013.0559991502
248871826,114494.90997536048
248868812,122491.96577507233
248868831,119797.89227174994
248876242,108231.05378847769
248876467,124191.13695697385
248886707,140529.94154868342
248869765,108705.68073066373
248870700,122915.4437419392
248869411,113678.64660081608
248868250,114511.09736438486
248878613,116814.48664660503
248884595,113281.88099983726
248884285,145594.06146303006
248876244,106320.42452195226
248878521,123592.14325711288
248869917,123418.70966670701
248879244,112129.34842329532
248868044,127807.96146263825
248868630,114075.05354003808
248885787,133384.61854946648
248886491,131948.701923069
248881574,101501.70542521513
248886373,125142.10162618599
248885076,112633.77603127547
248885432,118333.43505670401
248886736,120886.4846616456
248869926,120464.5365617414
248886521,122521.04594335493
248885885,126597.39868344285
248885307,109043.38775368637
248885310,112616.94749468582
248868530,114430.32546715108
248868070,125112.10099852749
248868083,134784.39603636757
248877691,127554.39712256388
248871613,119142.75372395717
248870807,119990.07784144129
248870815,117669.70449673693
248886855,124139.21035218194
248884757,111461.32344424001
248868641,130585.12070762554
248869686,111765.47813601232
248868432,116498.01366918496
248875915,128265.71225826693
248877128,99461.79446534728
248877819,110584.70332661961
248870853,121529.75563148502
248872958,115058.24380940013
248872136,126446.06564005202
248870752,115147.40458294595
248872064,118548.647980782
248878954,122117.25311114083
248881209,122831.96442454116
248880007,122008.28341702616
248880596,132326.99168257508
248876029,123838.70258393689
248884619,124087.05839354281
248881912,124971.42306591212
248886025,117921.30730614127
248869960,114916.70889736581
248887927,106428.08335495574
248888756,111174.54639068505
248887537,127109.56767217406
248873802,107692.75010146672
248881423,105883.41104126294
248872874,120953.19574841311
248872179,120250.31075099413
248872283,111697.67836798297
248880233,139567.5790531994
248880236,115476.26884796427
248879072,124238.99449652474
248869732,138597.3323470612
248887270,129217.8703506699
248888222,110147.69778092491
248888238,121871.59837370348
248873034,125047.36096442354
248884116,115312.54769097304
248888446,113910.66266950093
248875824,136440.8039452641
248880335,115608.60868823316
248878051,113500.84558937149
248878318,112406.71139923336
248868889,111539.43870527508
248883051,118892.6395195435
248886427,118814.6353484331
248879877,107141.7567710598
248877420,118507.950980376
248887792,110748.51335555059
